,case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,pop2026
2144,1076,KY,False,"Magoffin County, KY",Magoffin County,2p3c,10020.0,10432.68456,13935.162,16073.1096,7410.81444,11893.55052,7152.92208,76918.242,36783.98828125,
2145,1076,KY,False,"Magoffin County, KY",Magoffin County,1p1c,7956.0,4357.76772,11610.04104,6897.29952,4461.76392,5678.08332,5291.54292,46252.5,36783.98828125,
2146,857,IA,False,"Mahaska County, IA",Mahaska County,2p3c,10728.0,10469.29104,15200.3304,16293.06,7680.61452,11257.2774,7510.78932,79139.3616,70430.0,
2147,857,IA,False,"Mahaska County, IA",Mahaska County,1p1c,8604.0,4373.05812,11847.07548,7001.25,4702.10004,6780.05352,5738.39832,49045.9368,70430.0,
2148,1379,MN,False,"Mahnomen County, MN",Mahnomen County,2p3c,10956.0,11567.46972,15316.1796,16968.6948,8161.14108,12392.2236,7359.28932,82720.998,55191.8984375,
2149,1379,MN,False,"Mahnomen County, MN",Mahnomen County,1p1c,8808.0,4831.77096,12186.4692,7106.46096,4942.22676,6604.30008,4704.29292,49183.524,55191.8984375,
2150,2120,OH,True,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Mahoning County,2p3c,11630.5788,11091.59184,14533.248,15160.7532,8233.1382,15504.9564,6844.26564,82998.5328,63328.46875,225382.0
2151,2120,OH,True,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Mahoning County,1p1c,8837.31372,4632.99504,10424.29464,6446.03472,4880.8242,7993.76148,4715.53128,47930.754,63328.46875,225382.0
2152,2205,OK,False,"Major County, OK",Major County,2p3c,11292.0,11347.83396,16021.6176,19214.6592,8203.3044,15862.0152,9510.07032,91451.502,64637.671875,
2153,2205,OK,False,"Major County, OK",Major County,1p1c,8736.0,4740.02784,12769.5468,8244.48264,4882.89624,5970.4878,5700.08976,51043.5288,64637.671875,
2154,2258,OR,False,"Malheur County, OR",Malheur County,2p3c,12684.0,9737.17308,15156.7872,19377.606,8124.07548,16301.4444,12400.5072,93781.5936,51497.37890625,
2155,2258,OR,False,"Malheur County, OR",Malheur County,1p1c,9564.0,4067.25036,11721.94044,8302.29492,4939.13928,6367.73952,7410.07392,52372.4412,51497.37890625,
2156,2965,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,2p3c,27977.1624,12189.7704,15479.376,18146.8212,14554.0632,23333.226,21050.2032,132730.62,92252.109375,
2157,2965,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas Park city,1p1c,21820.4556,5091.70788,11022.9588,7761.43428,9751.33884,12375.6348,13470.8976,81294.4272,92252.109375,
2158,2964,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,2p3c,24681.9312,11677.28688,14995.6812,18146.8212,13174.3788,21751.9668,18097.524,122525.592,89286.6328125,
2159,2964,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Manassas city,1p1c,19250.3784,4877.64144,10627.55928,7761.43428,8742.53316,11536.9548,11549.06616,74345.5668,89286.6328125,
2160,366,FL,True,"North Port-Sarasota-Bradenton, FL MSA",Manatee County,2p3c,19158.7548,12702.2532,15069.3792,17099.64,11544.49956,14188.0896,8163.82032,97926.4332,73525.8828125,486142.0
2161,366,FL,True,"North Port-Sarasota-Bradenton, FL MSA",Manatee County,1p1c,14488.3812,5305.7736,10645.8252,7312.37328,7172.20308,7509.51924,5687.22252,58121.2968,73525.8828125,486142.0
2162,1303,MI,False,"Manistee County, MI",Manistee County,2p3c,12348.0,11750.499,15273.618,14408.13,8731.83696,16151.6352,8337.64824,87001.3656,62706.21484375,
2163,1303,MI,False,"Manistee County, MI",Manistee County,1p1c,9492.0,4908.2226,11847.8262,6192.94044,5217.76872,6744.2586,5455.9296,49858.9452,62706.21484375,
2164,3112,WI,False,"Manitowoc County, WI",Manitowoc County,2p3c,10956.0,10835.35176,14830.2528,17256.4692,7895.86668,17113.0776,8602.99224,87490.008,74558.8671875,
2165,3112,WI,False,"Manitowoc County, WI",Manitowoc County,1p1c,8808.0,4525.96248,11329.9182,7414.38576,4831.42056,8289.93828,5934.05856,51133.6812,74558.8671875,
2166,3113,WI,True,"Wausau, WI MSA",Marathon County,2p3c,12204.0,10579.11036,14993.1552,18804.9504,8255.21928,17827.5288,9724.21872,92388.1812,78719.5625,139597.0
2167,3113,WI,True,"Wausau, WI MSA",Marathon County,1p1c,9756.0,4418.92968,11750.77956,8008.76664,5136.13584,10097.4792,7077.07836,56245.1724,78719.5625,139597.0
2168,46,AL,False,"Marengo County, AL",Marengo County,2p3c,10512.0,10908.56256,14867.7336,19801.0812,7761.51492,14266.4208,9266.39064,87383.7012,60636.1328125,
2169,46,AL,False,"Marengo County, AL",Marengo County,1p1c,7608.0,4556.54328,11822.40312,8495.9568,4407.6936,5033.76708,5439.28128,47363.646,60636.1328125,
2170,104,AZ,True,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,2p3c,21255.4164,11530.86396,14735.3304,16544.0856,11879.76192,20950.4124,12379.1016,109274.976,78828.40625,4788038.0
2171,104,AZ,True,"Phoenix-Mesa-Scottsdale, AZ MSA",Maricopa County,1p1c,15065.454,4816.48056,10520.29032,7089.48852,7204.00932,9485.57304,7035.46872,61216.764,78828.40625,4788038.0
2172,1568,MO,False,"Maries County, MO",Maries County,2p3c,9876.0,10725.53316,15111.6372,24670.524,7464.74784,10166.34012,8479.2576,86494.0368,65895.53125,
2173,1568,MO,False,"Maries County, MO",Maries County,1p1c,7944.0,4480.09128,12067.83,10593.73824,4501.73844,4656.01572,5484.37908,49727.7948,65895.53125,
2174,207,CA,True,"San Francisco, CA HUD Metro FMR Area",Marin County,2p3c,55151.5248,16875.3276,19327.788,19643.748,26098.1688,23739.2388,41341.5,202177.284,157777.984375,257788.0
2175,207,CA,True,"San Francisco, CA HUD Metro FMR Area",Marin County,1p1c,42906.366,7048.88088,12979.5108,8418.70896,18100.758,13996.9176,26921.9532,130373.1,157777.984375,257788.0
2176,3114,WI,False,"Marinette County, WI",Marinette County,2p3c,10956.0,9993.41532,15017.6088,17256.4692,7590.7998,17058.0936,8290.60908,86162.994,62542.94921875,
2177,3114,WI,False,"Marinette County, WI",Marinette County,1p1c,8808.0,4174.2828,11682.59184,7414.38576,4703.99304,8263.30152,5888.68764,50935.242,62542.94921875,
2178,2379,SC,False,"Marion County, SC",Marion County,2p4c,10896.0,12139.9524,13799.85,20169.9096,8346.83352,7596.2988,3423.50796,76372.3536,42462.3359375,993576.0
2179,2379,SC,False,"Marion County, SC",Marion County,2p4c,10896.0,12139.9524,13799.85,20169.9096,8346.83352,7596.2988,3423.50796,76372.3536,42462.3359375,462039.0
2180,2379,SC,False,"Marion County, SC",Marion County,2p4c,10896.0,12139.9524,13799.85,20169.9096,8346.83352,7596.2988,3423.50796,76372.3536,42462.3359375,358853.0
2181,491,GA,True,"Columbus, GA-AL MSA",Marion County,1p0c,4633.44036,3247.41468,11401.02756,5401.47984,2855.5446,0.0,5135.53524,32674.4412,58063.93359375,993576.0
2182,491,GA,True,"Columbus, GA-AL MSA",Marion County,1p0c,4633.44036,3247.41468,11401.02756,5401.47984,2855.5446,0.0,5135.53524,32674.4412,58063.93359375,462039.0
2183,491,GA,True,"Columbus, GA-AL MSA",Marion County,1p0c,4633.44036,3247.41468,11401.02756,5401.47984,2855.5446,0.0,5135.53524,32674.4412,58063.93359375,358853.0
2184,208,CA,False,"Mariposa County, CA",Mariposa County,2p3c,16824.0,11787.10476,17726.0196,17827.7748,10366.93212,13296.0612,9077.87472,96905.766,61921.71875,
2185,208,CA,False,"Mariposa County, CA",Mariposa County,1p1c,13224.0,4923.51312,14239.3428,7637.685,6575.55984,7255.31328,6208.73808,60064.1544,61921.71875,
2186,2380,SC,False,"Marlboro County, SC",Marlboro County,2p3c,11076.0,9773.77956,13788.426,17706.7152,7554.69804,7728.38448,4474.36704,72102.3696,44144.27734375,
2187,2380,SC,False,"Marlboro County, SC",Marlboro County,1p1c,8148.0,4082.54076,11378.72244,7597.83468,4431.6072,4215.48228,3388.21476,43242.4008,44144.27734375,
2188,1304,MI,False,"Marquette County, MI",Marquette County,1p0c,6504.0,3475.66668,10257.97188,5898.69,3616.02684,0.0,5391.4962,35143.8516,70559.375,
2189,3115,WI,False,"Marquette County, WI",Marquette County,2p2c,8916.0,8724.80352,15641.4228,13643.25,6391.95852,15103.0464,7682.43756,76102.9164,65851.3828125,
2190,953,KS,False,"Marshall County, KS",Marshall County,1p4c,11544.0,11670.04908,14140.134,17386.2072,8411.36568,10186.37772,6929.39064,80267.5248,68408.1796875,
2191,953,KS,False,"Marshall County, KS",Marshall County,2p2c,8616.0,9564.30252,15240.4356,17523.138,6587.44044,9270.52152,7301.59356,74103.4332,68408.1796875,
2192,368,FL,True,"Port St. Lucie, FL MSA",Martin County,1p0c,10606.45752,3828.42156,9867.99168,5065.47984,5230.326,0.0,5361.1446,39959.8212,81306.140625,168516.0
2193,368,FL,True,"Port St. Lucie, FL MSA",Martin County,2p0c,10675.1814,7018.77324,12038.4252,10130.95968,6411.21756,0.0,6136.96476,52411.524,81306.140625,168516.0
2194,2966,VA,False,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,2p3c,11644.95336,10432.68456,13645.146,18460.6872,7999.59888,12542.9748,7950.42192,82676.4672,45913.5,
2195,2966,VA,False,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Martinsville city,1p1c,8921.43456,4357.76772,10454.76048,7921.15872,4811.5788,6827.41776,5814.61704,49108.734,45913.5,
2196,664,IL,False,"Mason County, IL",Mason County,1p0c,5724.0,2956.91076,11230.8384,6126.69,3145.43628,0.0,5730.73824,34914.612,63292.53125,
2197,664,IL,False,"Mason County, IL",Mason County,2p0c,6504.0,5421.00288,13240.9668,12253.38,4320.89868,0.0,7286.51148,49026.762,63292.53125,
2198,665,IL,False,"Massac County, IL",Massac County,2p3c,11640.0,9993.41532,14527.0872,24921.8496,7838.63964,13695.8616,10491.0234,93107.8764,62665.140625,
2199,665,IL,False,"Massac County, IL",Massac County,1p1c,9300.0,4174.2828,11195.56644,10701.51264,4882.2642,7058.12628,7043.0274,54354.7788,62665.140625,
2200,2713,TX,False,"Matagorda County, TX",Matagorda County,2p3c,12768.0,10322.86812,14874.81,19172.772,8366.73192,9851.55108,4828.32024,80185.0548,61672.19921875,
2201,2713,TX,False,"Matagorda County, TX",Matagorda County,1p1c,9696.0,4311.89652,11555.54952,8226.5208,5075.61324,5023.01112,3899.8788,47788.4712,61672.19921875,
2202,84,AK,True,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,2p3c,17520.0,12237.594,17074.9296,21277.3536,10782.35004,25159.7376,12083.9376,116135.9064,93137.2265625,
2203,84,AK,True,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,1p1c,12240.0,5212.91748,13074.5628,9119.24412,6323.8806,11304.86796,6680.63304,63956.1036,93137.2265625,
2204,2906,VA,True,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Mathews County,2p3c,15001.4124,11677.28688,16301.9316,18440.0328,9666.74412,16915.3596,11945.12472,99947.8944,68953.421875,
2205,2906,VA,True,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",Mathews County,1p1c,10634.499,4877.64144,13161.2064,7887.17136,5620.66008,8971.6824,7954.82448,59107.6872,68953.421875,
2206,557,HI,True,"Kahului-Wailuku-Lahaina, HI MSA",Maui County,2p3c,29540.1588,18520.926,16104.5172,16167.0996,17414.4252,20553.984,25524.7176,143825.832,92012.8515625,161556.0
2207,557,HI,True,"Kahului-Wailuku-Lahaina, HI MSA",Maui County,1p1c,21269.8752,7917.88848,12168.6768,6927.8262,10575.87816,9005.19504,14305.3668,82170.7092,92012.8515625,161556.0
2208,2517,TN,True,"Maury County, TN HUD Metro FMR Area",Maury County,2p3c,16104.0,11384.43972,14748.4236,19152.1176,9960.1458,13583.4888,6913.64868,91846.266,69890.9140625,
2209,2517,TN,True,"Maury County, TN HUD Metro FMR Area",Maury County,1p1c,11340.0,4755.31824,11389.62672,8192.53272,5831.96856,8260.45896,5137.0704,54906.9732,69890.9140625,
2210,2714,TX,False,"Maverick County, TX",Maverick County,2p3c,11004.0,9517.53804,14201.988,19172.772,7435.7622,9231.0828,3786.078,74349.2232,45758.44921875,
2211,2714,TX,False,"Maverick County, TX",Maverick County,1p1c,8832.0,3975.50724,10756.88748,8226.5208,4640.66496,4706.6532,3215.5704,44353.8048,45758.44921875,
2212,2207,OK,False,"Mayes County, OK",Mayes County,2p3c,12048.0,11384.43972,15540.4656,22523.7588,8490.49728,16362.0684,10867.08624,97216.3188,61563.35546875,
2213,2207,OK,False,"Mayes County, OK",Mayes County,1p1c,9108.0,4755.31824,12197.64,9663.51564,5023.22676,6158.70924,6117.37092,53023.7808,61563.35546875,
2214,2202,OK,True,"Oklahoma City, OK HUD Metro FMR Area",McClain County,2p3c,13115.748,11640.68184,16296.0468,18691.356,8970.23148,17250.042,10734.906,96699.012,80288.5546875,
2215,2202,OK,True,"Oklahoma City, OK HUD Metro FMR Area",McClain County,1p1c,9725.57076,4862.3514,12743.8788,7994.94576,5285.77956,6861.94404,6268.50372,53742.9732,80288.5546875,
2216,1648,MT,False,"McCone County, MT",McCone County,2p3c,12468.0,12738.858,16677.2316,17576.4492,9133.43916,17353.8516,11256.70308,97204.5348,64176.62890625,
2217,1648,MT,False,"McCone County, MT",McCone County,1p1c,9156.0,5321.064,13485.3432,7529.9106,5245.61136,6903.58812,6830.21484,54471.732,64176.62890625,
2218,2434,SD,True,"Sioux Falls, SD MSA",McCook County,2p3c,9548.94288,11311.22748,16988.1108,22868.022,7558.46268,14303.6568,6376.49196,88954.9164,78375.578125,
2219,2434,SD,True,"Sioux Falls, SD MSA",McCook County,1p1c,7257.19632,4724.73744,13556.0328,9751.12356,4341.5274,5965.7754,4268.97252,49865.3676,78375.578125,
2220,2378,SC,False,"McCormick County, SC",McCormick County,2p3c,11664.0,10652.32248,14669.8548,15319.1376,8086.08396,7751.26836,4634.81256,72777.48,62168.15625,
2221,2378,SC,False,"McCormick County, SC",McCormick County,1p1c,8148.0,4449.51084,12181.1664,6573.9756,4564.57512,4227.9642,3545.55876,43690.752,62168.15625,
2222,1072,KY,False,"McCracken County, KY",McCracken County,2p3c,12012.0,9846.9924,14519.0436,22021.1088,7920.375,12974.5008,9726.09372,89020.1136,66763.203125,
2223,1072,KY,False,"McCracken County, KY",McCracken County,1p1c,9660.0,4113.12156,10827.3018,9447.96612,4990.545,6194.13864,6506.0076,51739.0776,66763.203125,
2224,1073,KY,False,"McCreary County, KY",McCreary County,2p3c,9900.0,9627.35664,14227.3668,16952.7432,7075.53144,11872.86252,7122.99972,76778.8596,35588.765625,
2225,1073,KY,False,"McCreary County, KY",McCreary County,1p1c,7956.0,4021.3788,11885.21856,7274.51076,4339.87644,5668.20672,5356.1484,46501.3392,35588.765625,
2226,2706,TX,False,"McCulloch County, TX",McCulloch County,2p3c,12672.0,10139.83884,15474.5556,19172.772,8265.62916,9762.21096,4856.46096,80343.4692,60591.9765625,
2227,2706,TX,False,"McCulloch County, TX",McCulloch County,1p1c,10188.0,4235.44488,12019.5912,8226.5208,5226.18276,4977.4596,4116.38676,48989.5872,60591.9765625,
2228,2203,OK,False,"McCurtain County, OK",McCurtain County,2p3c,11664.0,11384.43972,15495.258,19214.6592,8351.35908,16182.8124,9605.58624,91898.1156,48842.0078125,
2229,2203,OK,False,"McCurtain County, OK",McCurtain County,1p1c,8736.0,4755.31824,12308.8884,8244.48264,4888.43664,6091.23672,5614.6212,50638.986,48842.0078125,
2230,1565,MO,True,"McDonald County, MO HUD Metro FMR Area",McDonald County,2p3c,11052.0,11567.46972,14154.2472,16878.1332,8195.92608,13848.5064,7836.7734,83533.0548,48671.5546875,
2231,1565,MO,True,"McDonald County, MO HUD Metro FMR Area",McDonald County,1p1c,7944.0,4831.77096,11801.78904,7182.4944,4629.16548,6378.09744,5071.8516,47839.1688,48671.5546875,
2232,656,IL,False,"McDonough County, IL",McDonough County,2p3c,11280.0,10066.62672,14211.4164,21570.8628,7734.72432,13602.1716,9385.45308,87851.256,72367.6171875,
2233,656,IL,False,"McDonough County, IL",McDonough County,1p1c,8400.0,4204.8636,10805.05596,9264.51708,4567.23888,7009.842,6241.55496,50493.0708,72367.6171875,
2234,1973,NC,False,"McDowell County, NC",McDowell County,1p0c,7008.0,3019.1616,10882.77612,6010.79004,3633.23616,0.0,5778.35928,36332.3232,55671.42578125,
2235,3045,WV,False,"McDowell County, WV",McDowell County,2p2c,8112.0,8335.03488,14315.5416,27984.9252,5959.40916,11589.50028,11147.64036,87444.0528,32785.52734375,
2236,487,GA,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",McDuffie County,2p3c,10423.41576,10286.26176,15035.5824,17686.0608,7503.9324,10837.20708,6851.0544,78623.514,51935.8359375,
2237,487,GA,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",McDuffie County,1p1c,7667.04348,4296.60612,11858.89164,7563.84744,4334.9022,6073.87176,5163.48816,46958.6508,51935.8359375,
2238,657,IL,True,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",McHenry County,1p0c,12660.4896,3268.16496,10749.86796,5329.34988,5771.57964,0.0,7857.49584,45636.9468,102984.4921875,321007.0
2239,2042,ND,False,"McHenry County, ND",McHenry County,2p2c,8808.0,9714.21384,16122.4692,13786.9512,6711.3288,12061.9068,5778.8514,72983.7192,88443.609375,321007.0
2240,2204,OK,False,"McIntosh County, OK",McIntosh County,2p2c,8736.0,9234.49872,14353.9488,19327.0308,6511.4202,14276.6148,9006.78144,81446.2968,51810.5625,
2241,2043,ND,False,"McIntosh County, ND",McIntosh County,2p0c,7728.0,5953.59336,14079.162,9277.37988,4957.38096,0.0,5535.93348,47531.4492,66667.7109375,
2242,2313,PA,False,"McKean County, PA",McKean County,2p3c,10812.0,10139.83884,15195.7836,15485.0652,7591.67724,16266.8088,7534.50804,83025.6792,64212.56640625,
2243,2313,PA,False,"McKean County, PA",McKean County,1p1c,8688.0,4235.44488,11847.89136,6630.41532,4682.67372,6735.82104,5162.88684,47983.134,64212.56640625,
2244,2044,ND,False,"McKenzie County, ND",McKenzie County,2p3c,16212.0,13068.312,15269.9688,16041.7356,10609.41132,16222.458,8379.26592,95803.1484,89614.1875,
2245,2044,ND,False,"McKenzie County, ND",McKenzie County,1p1c,13032.0,5458.6776,12205.8336,6893.4756,6699.90156,8252.37084,6147.98436,58690.242,89614.1875,
2246,1840,NM,False,"McKinley County, NM",McKinley County,2p3c,11592.0,10322.86812,14919.414,14309.238,7940.62128,14863.2696,6572.71872,80520.1284,40496.9921875,
2247,1840,NM,False,"McKinley County, NM",McKinley County,1p1c,8904.0,4311.89652,11702.74872,6128.83956,4788.64056,7296.70752,4717.58604,47850.4188,40496.9921875,
2248,2045,ND,False,"McLean County, ND",McLean County,2p2c,8808.0,9804.15888,15516.9564,13786.9512,6743.91876,11817.58812,5615.09364,72092.6664,84142.234375,173221.0
2249,1074,KY,True,"Owensboro, KY MSA",McLean County,2p0c,5198.92236,5002.53996,13796.7264,9122.95968,3696.3918,0.0,6045.91812,42863.4576,66199.4765625,173221.0
2250,2707,TX,True,"Waco, TX HUD Metro FMR Area",McLennan County,2p3c,15024.0,9371.11452,14173.542,19068.3432,8839.31256,12936.4632,5700.74232,85113.516,64409.71875,273518.0
2251,2707,TX,True,"Waco, TX HUD Metro FMR Area",McLennan County,1p1c,11208.0,3914.346,10522.90728,8156.6082,5479.42272,6799.70724,4370.21484,50451.2052,64409.71875,273518.0
2252,1378,MN,False,"McLeod County, MN",McLeod County,2p3c,12828.0,10798.7454,15123.0792,17704.7496,8560.90212,13091.4552,8186.25,86293.1832,82053.671875,
2253,1378,MN,False,"McLeod County, MN",McLeod County,1p1c,8964.0,4510.67244,12101.7072,7411.81344,4882.40556,6976.94748,4813.83984,49661.3844,82053.671875,
2254,2511,TN,False,"McMinn County, TN",McMinn County,2p3c,11316.0,11787.10476,15013.7592,18167.4756,8371.16604,10063.56744,4690.41396,79409.484,56400.47265625,
2255,2511,TN,False,"McMinn County, TN",McMinn County,1p1c,8376.0,4923.51312,11675.42868,7795.42164,4818.93792,5468.83332,3716.4024,46774.5384,56400.47265625,
2256,2708,TX,False,"McMullen County, TX",McMullen County,2p3c,12528.0,9993.41532,16652.2968,19172.772,8160.39696,9561.09744,4981.88268,81049.8636,67513.8125,
2257,2708,TX,False,"McMullen County, TX",McMullen County,1p1c,9492.0,4174.2828,13800.6372,8226.5208,4951.83324,4874.91792,4253.03904,49773.228,67513.8125,
2258,2512,TN,False,"McNairy County, TN",McNairy County,2p3c,10476.0,10835.35176,14777.1048,17204.0664,7721.9436,10149.156,3917.36724,75080.988,51199.6015625,
2259,2512,TN,False,"McNairy County, TN",McNairy County,1p1c,7956.0,4525.96248,12223.2204,7382.28516,4522.70724,5515.34436,3509.33208,45634.8516,51199.6015625,
2260,2435,SD,False,"McPherson County, SD",McPherson County,2p2c,8844.0,9654.24972,15148.2732,19355.3052,6702.64524,11524.65012,6075.53136,77304.6564,70641.5234375,
2261,1735,NE,False,"McPherson County, NE",McPherson County,2p0c,6732.0,5877.50868,14786.088,15757.38,4568.922,0.0,7531.55052,55253.4492,71022.4765625,
2262,2437,SD,True,"Meade County, SD HUD Metro FMR Area",Meade County,2p2c,10296.0,9144.55296,14422.2936,24172.482,7044.07908,14825.3376,7891.78128,87796.5288,75748.9609375,
2263,1081,KY,True,"Meade County, KY HUD Metro FMR Area",Meade County,2p0c,7236.0,5535.13032,12938.2692,9122.95968,4627.48428,0.0,6706.6326,46166.4756,74237.46875,
2264,1650,MT,False,"Meagher County, MT",Meagher County,2p3c,11760.0,11860.31616,16868.3316,17576.4492,8558.57148,17135.4096,10475.59356,94234.6704,54336.5546875,
2265,1650,MT,False,"Meagher County, MT",Meagher County,1p1c,9036.0,4954.09428,13978.8012,7529.9106,5069.16288,6816.68916,6757.76952,54142.4292,54336.5546875,
2266,1977,NC,True,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",Mecklenburg County,1p0c,12688.548,3486.04212,9258.85032,4477.47984,5860.69224,0.0,7103.28876,42874.9008,85798.5,1266399.0
2267,2907,VA,False,"Mecklenburg County, VA",Mecklenburg County,2p2c,8640.0,8874.71412,14403.5844,15842.3172,6346.27224,11163.74196,7487.65212,72758.2848,59526.1328125,1266399.0
2268,1306,MI,False,"Mecosta County, MI",Mecosta County,2p3c,11184.0,9846.9924,14908.9932,14198.694,7620.3582,15585.3012,6936.33624,80280.6744,60605.328125,
2269,1306,MI,False,"Mecosta County, MI",Mecosta County,1p1c,8808.0,4113.12156,11661.64452,6103.12752,4681.8318,6507.78144,4768.16424,46643.6724,60605.328125,
2270,2122,OH,True,"Cleveland-Elyria, OH MSA",Medina County,1p0c,7706.36568,3143.66268,10588.02396,4309.34988,3931.39344,0.0,4936.02132,34614.8172,97350.296875,185645.0
2271,2715,TX,True,"Medina County, TX HUD Metro FMR Area",Medina County,2p2c,10392.0,8604.87372,15409.2936,16061.742,6883.31616,11114.81904,5491.14072,73957.1832,80678.75,185645.0
2272,1382,MN,False,"Meeker County, MN",Meeker County,2p3c,11604.0,11750.499,15571.7652,17704.7496,8462.25588,12697.8648,8107.23408,85898.3676,80453.875,
2273,1382,MN,False,"Meeker County, MN",Meeker County,1p1c,9060.0,4908.2226,12113.2404,7411.81344,5061.23808,6767.18916,4960.28508,50281.986,80453.875,
2274,2123,OH,False,"Meigs County, OH",Meigs County,1p0c,5808.0,2925.78516,11110.65744,5130.69,3164.595,0.0,4581.14832,32720.8764,56090.37109375,
2275,2518,TN,False,"Meigs County, TN",Meigs County,2p2c,7956.0,9894.10548,14298.1848,15590.8428,6467.79708,8964.68256,4361.25408,67532.8656,58182.015625,
2276,2438,SD,False,"Mellette County, SD",Mellette County,2p3c,10728.0,12812.07,15408.6084,27979.6236,8529.49584,12941.3892,7806.82032,96206.004,42499.3046875,
2277,2438,SD,False,"Mellette County, SD",Mellette County,1p1c,8628.0,5351.64516,12768.8052,12012.7704,5065.377,5342.85972,5012.6796,54182.1384,42499.3046875,
2278,666,IL,True,"Springfield, IL MSA",Menard County,1p0c,6613.2978,3008.78664,11378.46456,6013.34988,3486.46068,0.0,6059.6796,36560.0388,93451.4375,
2279,2716,TX,False,"Menard County, TX",Menard County,2p2c,8808.0,8335.03488,14867.2584,16453.0416,6211.59744,8192.47632,4295.8788,67163.2848,55260.69921875,
2280,209,CA,False,"Mendocino County, CA",Mendocino County,2p3c,20880.0,12921.888,16264.8324,22225.9428,12247.7568,14027.8848,13292.6556,111860.9652,65311.26953125,
2281,209,CA,False,"Mendocino County, CA",Mendocino County,1p1c,14880.0,5397.51564,12617.9148,9523.74168,7347.34356,7654.65012,7130.70336,64551.8676,65311.26953125,
2282,1082,KY,False,"Menifee County, KY",Menifee County,2p3c,10332.0,9993.41532,14869.356,16659.5316,7364.69976,11947.33956,7535.031,78701.3736,51848.5546875,
2283,1082,KY,False,"Menifee County, KY",Menifee County,1p1c,7956.0,4174.2828,12448.074,7148.77368,4395.2802,5703.7632,5586.61344,47412.7884,51848.5546875,
2284,1307,MI,False,"Menominee County, MI",Menominee County,1p0c,6624.0,3216.28896,10947.62916,5898.69,3565.52448,0.0,5509.94532,35762.0772,59551.8046875,
2285,3116,WI,False,"Menominee County, WI",Menominee County,2p2c,8808.0,8394.999,15253.5372,16589.0916,6233.32476,14965.6236,8242.04664,78486.6216,45512.01171875,
2286,210,CA,True,"Merced, CA MSA",Merced County,2p3c,18324.0,11896.92264,16158.768,18387.1272,10950.2322,13733.9376,9689.83596,99140.8248,60450.27734375,301518.0
2287,210,CA,True,"Merced, CA MSA",Merced County,1p1c,12804.0,4969.38432,12243.534,7879.8354,6439.998,8097.68184,5860.3242,58294.758,60450.27734375,301518.0
2288,1812,NJ,True,"Trenton, NJ MSA",Mercer County,1p0c,12180.0,3579.4182,9080.1438,4672.53996,5710.25904,0.0,6109.38684,41331.7476,108134.0234375,403822.0
2289,667,IL,True,"Davenport-Moline-Rock Island, IA-IL MSA",Mercer County,1p0c,5344.85304,2967.28584,11574.91476,5413.34988,3011.81556,0.0,5512.68348,33824.9028,76254.15625,403822.0
2290,492,GA,True,"Meriwether County, GA HUD Metro FMR Area",Meriwether County,2p3c,13032.0,11567.46972,14300.7552,19068.3432,8913.3582,11587.96284,8749.99224,87219.8784,49038.1328125,
2291,492,GA,True,"Meriwether County, GA HUD Metro FMR Area",Meriwether County,1p1c,9636.0,4831.77096,11944.37112,8156.6082,5242.24404,6494.64408,6433.90212,52739.5428,49038.1328125,
2292,1737,NE,True,"Merrick County, NE HUD Metro FMR Area",Merrick County,2p3c,11904.0,10469.29104,15454.578,26595.9936,8106.72588,20978.0904,12901.2192,106409.8944,72250.5625,
2293,1737,NE,True,"Merrick County, NE HUD Metro FMR Area",Merrick County,1p1c,8808.0,4373.05812,12172.722,11349.78072,4776.01716,7985.20464,6432.11724,55896.9024,72250.5625,
2294,1795,NH,False,"Merrimack County, NH",Merrimack County,2p3c,18432.0,13763.8248,15760.002,13558.248,11665.81716,16447.422,8128.2576,97755.5748,95265.84375,159489.0
2295,1795,NH,False,"Merrimack County, NH",Merrimack County,1p1c,14232.0,5749.19532,12017.9748,5804.14308,7239.97488,8713.63476,5959.41024,59716.3356,95265.84375,159489.0
